airport_code,latitude,longitude,altitude,timezone,dst,olson_timezone
GKA,-6.081689,145.391881,5282,10.0,U,Pacific/Port_Moresby
MAG,-5.207083,145.7887,20,10.0,U,Pacific/Port_Moresby
HGU,-5.826789,144.295861,5388,10.0,U,Pacific/Port_Moresby
LAE,-6.569828,146.726242,239,10.0,U,Pacific/Port_Moresby
POM,-9.443383,147.22005,146,10.0,U,Pacific/Port_Moresby
WWK,-3.583828,143.669186,19,10.0,U,Pacific/Port_Moresby
UAK,61.160517,-45.425978,112,-3.0,E,America/Godthab
GOH,64.190922,-51.678064,283,-3.0,E,America/Godthab
SFJ,67.016969,-50.689325,165,-3.0,E,America/Godthab
THU,76.531203,-68.703161,251,-4.0,E,America/Thule
AEY,65.659994,-18.072703,6,0.0,N,Atlantic/Reykjavik
EGS,65.283333,-14.401389,76,0.0,N,Atlantic/Reykjavik
HFN,64.295556,-15.227222,24,0.0,N,Atlantic/Reykjavik
HZK,65.952328,-17.425978,48,0.0,N,Atlantic/Reykjavik
IFJ,66.058056,-23.135278,8,0.0,N,Atlantic/Reykjavik
KEF,63.985,-22.605556,171,0.0,N,Atlantic/Reykjavik
PFJ,65.555833,-23.965,11,0.0,N,Atlantic/Reykjavik
RKV,64.13,-21.940556,48,0.0,N,Atlantic/Reykjavik
SIJ,66.133333,-18.916667,10,0.0,N,Atlantic/Reykjavik
VEY,63.424303,-20.278875,326,0.0,N,Atlantic/Reykjavik
YAM,46.485001,-84.509445,630,-5.0,A,America/Toronto
YAV,50.056389,-97.0325,760,-6.0,A,America/Winnipeg
YAW,44.639721,-63.499444,167,-4.0,A,America/Halifax
YAY,51.391944,-56.083056,108,-3.5,A,America/St_Johns
YAZ,49.082222,-125.7725,80,-8.0,A,America/Vancouver
YBB,68.534444,-89.808056,56,-7.0,A,America/Edmonton
YBC,49.1325,-68.204444,71,-5.0,A,America/Toronto
YBG,48.330555,-70.996391,522,-5.0,A,America/Toronto
YBK,64.298889,-96.077778,59,-6.0,A,America/Winnipeg
YBL,49.950832,-125.270833,346,-8.0,A,America/Vancouver
YBR,49.91,-99.951944,1343,-6.0,A,America/Winnipeg
YCB,69.108055,-105.138333,90,-7.0,A,America/Edmonton
YCD,49.052333,-123.870167,93,-8.0,A,America/Vancouver
YCG,49.296389,-117.6325,1624,-8.0,A,America/Vancouver
YCH,47.007778,-65.449167,108,-4.0,A,America/Halifax
YCL,47.990833,-66.330278,132,-4.0,A,America/Halifax
YCO,67.816667,-115.143889,74,-7.0,A,America/Edmonton
YCT,52.075001,-111.445278,2595,-7.0,A,America/Edmonton
YCW,49.152779,-121.93889,32,-8.0,A,America/Vancouver
YCY,70.486111,-68.516667,87,-5.0,A,America/Toronto
YZS,64.193333,-83.359444,2661,-5.0,A,America/Coral_Harbour
YDA,64.043056,-139.127778,1215,-8.0,A,America/Vancouver
YDB,61.371111,-139.040556,2647,-8.0,A,America/Vancouver
YDC,49.468056,-120.511389,2298,-8.0,A,America/Vancouver
YDF,49.210833,-57.391388,72,-3.5,A,America/St_Johns
YDL,58.422222,-130.032222,2600,-8.0,A,America/Vancouver
YDN,51.100834,-100.0525,999,-6.0,A,America/Winnipeg
YDQ,55.742333,-120.183,2148,-7.0,A,America/Dawson_Creek
YEG,53.309723,-113.579722,2373,-7.0,A,America/Edmonton
YEK,61.094166,-94.070833,32,-6.0,A,America/Winnipeg
YEN,49.210278,-102.965833,1905,-6.0,N,America/Regina
YET,53.578888,-116.465,3041,-7.0,A,America/Edmonton
YEU,79.994722,-85.814167,256,-6.0,A,America/Winnipeg
YEV,68.304167,-133.482778,224,-7.0,A,America/Edmonton
YFB,63.75639,-68.555832,110,-5.0,A,America/Toronto
YFC,45.868889,-66.537222,68,-4.0,A,America/Halifax
,48.746111,-69.097222,293,-5.0,A,America/Toronto
YFO,54.678055,-101.681667,997,-6.0,A,America/Winnipeg
YFR,61.180832,-113.689722,526,-7.0,A,America/Edmonton
YFS,61.760153,-121.236525,555,-7.0,A,America/Edmonton
YGK,44.225277,-76.596944,305,-5.0,A,America/Toronto
YGL,53.625278,-77.704167,639,-5.0,A,America/Toronto
YGP,48.775278,-64.478611,108,-5.0,A,America/Toronto
YGQ,49.778332,-86.939445,1144,-5.0,A,America/Toronto
YGR,47.424721,-61.778056,35,-5.0,A,America/Toronto
YHB,52.816666,-102.31139,1175,-6.0,N,America/Regina
YHD,49.831667,-92.744167,1354,-6.0,A,America/Winnipeg
YHI,70.762778,-117.806111,117,-7.0,A,America/Edmonton
YHK,68.635556,-95.849722,152,-7.0,A,America/Edmonton
YHM,43.173611,-79.935,780,-5.0,A,America/Toronto
YHU,45.5175,-73.416944,90,-5.0,A,America/Toronto
YHY,60.839722,-115.782778,543,-7.0,A,America/Edmonton
YHZ,44.880833,-63.50861,477,-4.0,A,America/Halifax
YIB,48.773888,-91.638611,1408,-5.0,A,America/Coral_Harbour
YIO,72.683334,-77.966667,181,-5.0,A,America/Toronto
YJN,45.294445,-73.281111,136,-5.0,A,America/Toronto
YJT,48.544167,-58.549999,80,-3.5,A,America/St_Johns
YKA,50.702222,-120.444444,1133,-8.0,A,America/Vancouver
YKF,43.460833,-80.378611,1054,-5.0,A,America/Toronto
YKL,54.805278,-66.805278,1709,-5.0,A,America/Toronto
YKY,51.5175,-109.180833,2277,-6.0,N,America/Regina
YKZ,43.862221,-79.37,650,-5.0,A,America/Toronto
YLD,47.82,-83.346667,1470,-5.0,A,America/Toronto
YLJ,54.125278,-108.522778,1576,-6.0,N,America/Regina
YLL,53.309166,-110.0725,2193,-7.0,A,America/Edmonton
YLT,82.517778,-62.280556,100,-5.0,A,America/Toronto
YLW,49.956112,-119.377778,1409,-8.0,A,America/Vancouver
YMA,63.616389,-135.868333,1653,-8.0,A,America/Vancouver
YMJ,50.330278,-105.559167,1892,-6.0,N,America/Regina
YMM,56.653333,-111.221944,1211,-7.0,A,America/Edmonton
YMO,51.291111,-80.607778,30,-5.0,A,America/Toronto
YMW,46.272778,-75.990556,656,-5.0,A,America/Toronto
YMX,45.681944,-74.005278,270,-5.0,A,America/Toronto
YNA,50.19,-61.789167,39,-5.0,A,America/Toronto
YND,45.521694,-75.563589,211,-5.0,A,America/Toronto
YNM,49.761667,-77.802778,918,-5.0,A,America/Toronto
YOC,67.570556,-139.839167,824,-8.0,A,America/Vancouver
YOD,54.404999,-110.279444,1775,-7.0,A,America/Edmonton
YOJ,58.621389,-117.164722,1110,-7.0,A,America/Edmonton
YOW,45.3225,-75.669167,374,-5.0,A,America/Toronto
YPA,53.214167,-105.672778,1405,-6.0,N,America/Regina
YPE,56.226944,-117.447222,1873,-7.0,A,America/Edmonton
YPG,49.903056,-98.273889,885,-6.0,A,America/Winnipeg
,49.21611,-122.71,11,-8.0,A,America/Vancouver
YPL,51.446388,-90.214167,1267,-5.0,A,America/Coral_Harbour
YPN,49.836389,-64.288611,167,-5.0,A,America/Toronto
YPQ,44.23,-78.363333,628,-5.0,A,America/Toronto
YPR,54.28611,-130.444722,116,-8.0,A,America/Vancouver
YPY,58.767223,-111.117222,761,-7.0,A,America/Edmonton
YQA,44.974722,-79.303333,925,-5.0,A,America/Toronto
YQB,46.791111,-71.393333,244,-5.0,A,America/Toronto
YQF,52.182222,-113.894444,2968,-7.0,A,America/Edmonton
YQG,42.275556,-82.955556,622,-5.0,A,America/Toronto
YQH,60.116389,-128.8225,2255,-8.0,A,America/Vancouver
YQK,49.788334,-94.363056,1332,-6.0,A,America/Winnipeg
YQL,49.630278,-112.799722,3047,-7.0,A,America/Edmonton
YQM,46.112221,-64.678611,232,-4.0,A,America/Halifax
YQQ,49.710833,-124.886667,84,-8.0,A,America/Vancouver
YQR,50.431944,-104.665833,1894,-6.0,N,America/Regina
YQT,48.371944,-89.323889,653,-5.0,A,America/Toronto
YQU,55.179722,-118.885,2195,-7.0,A,America/Edmonton
YQV,51.264721,-102.461667,1635,-6.0,N,America/Regina
YQW,52.769167,-108.24361,1799,-6.0,N,America/Regina
YQX,48.936944,-54.568056,496,-3.5,A,America/St_Johns
YQY,46.161388,-60.047779,203,-4.0,A,America/Halifax
YQZ,53.026112,-122.510278,1789,-8.0,A,America/Vancouver
YRB,74.716944,-94.969444,215,-6.0,A,America/Winnipeg
YRI,47.764444,-69.584722,427,-5.0,A,America/Toronto
YRJ,48.52,-72.265556,586,-5.0,A,America/Toronto
YRM,52.429722,-114.904167,3244,-7.0,A,America/Edmonton
YRT,62.81139,-92.115833,94,-6.0,A,America/Winnipeg
YSB,46.625,-80.798889,1141,-5.0,A,America/Toronto
YSC,45.438611,-71.691389,792,-5.0,A,America/Toronto
YSJ,45.316111,-65.890278,357,-4.0,A,America/Halifax
YSM,60.020278,-111.961944,671,-7.0,A,America/Edmonton
YSR,72.982222,-84.613611,2106,-5.0,A,America/Toronto
YSU,46.440556,-63.833611,56,-4.0,A,America/Halifax
YSY,71.993889,-125.2425,282,-7.0,A,America/Edmonton
YTE,64.23,-76.526667,164,-5.0,A,America/Toronto
YTH,55.801111,-97.864166,729,-6.0,A,America/Winnipeg
YTR,44.118889,-77.528056,283,-5.0,A,America/Toronto
YTS,48.569721,-81.376667,967,-5.0,A,America/Toronto
YTZ,43.627499,-79.396167,251,-5.0,A,America/Toronto
YUB,69.433334,-133.026389,15,-7.0,A,America/Edmonton
YUL,45.470556,-73.740833,118,-5.0,A,America/Toronto
YUT,66.521389,-86.224722,80,-6.0,A,America/Winnipeg
YUX,68.776111,-81.243611,27,-5.0,A,America/Toronto
YUY,48.206111,-78.835556,988,-5.0,A,America/Toronto
YVC,55.15139,-105.261944,1242,-6.0,N,America/Regina
YVG,53.355833,-110.82389,2025,-7.0,A,America/Edmonton
YVM,67.545833,-64.031389,21,-5.0,A,America/Toronto
YVO,48.053333,-77.782778,1107,-5.0,A,America/Toronto
YVP,58.096111,-68.426944,129,-5.0,A,America/Toronto
YVQ,65.281617,-126.798219,238,-7.0,A,America/Edmonton
YVR,49.193889,-123.184444,14,-8.0,A,America/Vancouver
YVT,55.841944,-108.4175,1444,-6.0,N,America/Regina
YVV,44.745834,-81.107222,729,-5.0,A,America/Toronto
YWA,45.952221,-77.319168,427,-5.0,A,America/Toronto
YWG,49.910036,-97.239886,783,-6.0,A,America/Winnipeg
YWK,52.921944,-66.864444,1808,-4.0,A,America/Halifax
YWL,52.183056,-122.054167,3085,-8.0,A,America/Vancouver
YWY,63.209444,-123.436667,489,-7.0,A,America/Edmonton
YXC,49.612222,-115.781944,3084,-7.0,A,America/Edmonton
YXD,53.5725,-113.520556,2200,-7.0,A,America/Edmonton
YXE,52.170834,-106.699722,1653,-6.0,N,America/Regina
YXH,50.01889,-110.720833,2352,-7.0,A,America/Edmonton
YXJ,56.238056,-120.740278,2280,-7.0,A,America/Dawson_Creek
YXL,50.113889,-91.905278,1258,-6.0,A,America/Winnipeg
YXP,66.145,-65.713611,75,-5.0,A,America/Toronto
YXR,47.695,-79.848889,798,-5.0,A,America/Toronto
YXS,53.889444,-122.678889,2267,-8.0,A,America/Vancouver
YXT,54.468508,-128.576219,713,-8.0,A,America/Vancouver
YXU,43.033056,-81.151111,912,-5.0,A,America/Toronto
YXX,49.025278,-122.360556,195,-8.0,A,America/Vancouver
YXY,60.709553,-135.067269,2317,-8.0,A,America/Vancouver
YYB,46.363611,-79.422778,1215,-5.0,A,America/Toronto
YYC,51.113888,-114.020278,3557,-7.0,A,America/Edmonton
YYD,54.824722,-127.182778,1712,-8.0,A,America/Vancouver
YYE,58.836389,-122.596944,1253,-8.0,A,America/Vancouver
YYF,49.463056,-119.602222,1129,-8.0,A,America/Vancouver
YYG,46.290001,-63.121111,160,-4.0,A,America/Halifax
YYH,69.546667,-93.576667,92,-7.0,A,America/Edmonton
YYJ,48.646944,-123.425833,63,-8.0,A,America/Vancouver
YYL,56.863888,-101.07611,1170,-6.0,A,America/Winnipeg
YYN,50.291944,-107.690556,2680,-6.0,N,America/Regina
YYQ,58.739167,-94.065,94,-6.0,A,America/Winnipeg
YYR,53.319168,-60.425833,160,-4.0,A,America/Halifax
YYT,47.61861,-52.751945,461,-3.5,A,America/St_Johns
YYU,49.413889,-82.4675,743,-5.0,A,America/Toronto
YYW,50.290279,-88.909721,1058,-5.0,A,America/Toronto
YYY,48.608612,-68.208056,172,-5.0,A,America/Toronto
YYZ,43.677223,-79.630556,569,-5.0,A,America/Toronto
YZD,43.7425,-79.465556,652,-5.0,A,America/Toronto
YZE,45.885277,-82.567778,635,-5.0,A,America/Toronto
YZF,62.462778,-114.440278,675,-7.0,A,America/Edmonton
YZH,55.293056,-114.777222,1912,-7.0,A,America/Edmonton
YZP,53.254333,-131.813833,21,-8.0,A,America/Vancouver
YZR,42.999444,-82.308889,594,-5.0,A,America/Toronto
YZT,50.680556,-127.366667,71,-8.0,A,America/Vancouver
YZU,54.14389,-115.786667,2567,-7.0,A,America/Edmonton
YZV,50.223333,-66.265556,180,-5.0,A,America/Toronto
YZW,60.172779,-132.742778,2313,-8.0,A,America/Vancouver
YZX,44.984444,-64.916944,92,-4.0,A,America/Halifax
ZFA,62.2075,-133.375833,2351,-8.0,A,America/Vancouver
ZFM,67.4075,-134.860556,116,-7.0,A,America/Edmonton
,36.503613,2.814167,535,1.0,N,Africa/Algiers
,35.3325,4.206389,1506,1.0,N,Africa/Algiers
BJA,36.711997,5.069922,20,1.0,N,Africa/Algiers
ALG,36.691014,3.215408,82,1.0,N,Africa/Algiers
DJG,24.292767,9.452444,3176,1.0,N,Africa/Algiers
QFD,36.545834,2.876111,335,1.0,N,Africa/Algiers
,26.710103,0.285647,955,1.0,N,Africa/Algiers
VVZ,26.723536,8.622653,1778,1.0,N,Africa/Algiers
,35.525414,2.878714,2132,1.0,N,Africa/Algiers
TMR,22.811461,5.451075,4518,1.0,N,Africa/Algiers
GJL,36.795136,5.873608,36,1.0,N,Africa/Algiers
,33.535853,-0.242353,3855,1.0,N,Africa/Algiers
,35.752239,0.626272,282,1.0,N,Africa/Algiers
AAE,36.822225,7.809167,16,1.0,N,Africa/Algiers
CZL,36.276028,6.620386,2265,1.0,N,Africa/Algiers
TEE,35.431611,8.120717,2661,1.0,N,Africa/Algiers
HRM,32.930431,3.311542,2540,1.0,N,Africa/Algiers
TID,35.341136,1.463147,3245,1.0,N,Africa/Algiers
,35.735389,-0.805389,187,1.0,N,Africa/Algiers
TIN,27.700372,-8.167103,1453,1.0,N,Africa/Algiers
QAS,36.212658,1.331775,463,1.0,N,Africa/Algiers
TAF,35.542444,-0.532278,367,1.0,N,Africa/Algiers
TLM,35.016667,-1.45,814,1.0,N,Africa/Algiers
ORN,35.623858,-0.621183,295,1.0,N,Africa/Algiers
,35.171775,-0.593275,1614,1.0,N,Africa/Algiers
MUW,35.207725,0.147142,1686,1.0,N,Africa/Algiers
AZR,27.837589,-0.186414,919,1.0,N,Africa/Algiers
BSK,34.793289,5.738231,289,1.0,N,Africa/Algiers
ELG,30.571294,2.859586,1306,1.0,N,Africa/Algiers
GHA,32.384106,3.794114,1512,1.0,N,Africa/Algiers
HME,31.672972,6.140444,463,1.0,N,Africa/Algiers
INZ,27.251022,2.512017,896,1.0,N,Africa/Algiers
TGR,33.067803,6.088672,279,1.0,N,Africa/Algiers
LOO,33.764383,2.928344,2510,1.0,N,Africa/Algiers
TMX,29.237119,0.276033,1027,1.0,N,Africa/Algiers
OGX,31.917223,5.412778,492,1.0,N,Africa/Algiers
IAM,28.05155,9.642911,1847,1.0,N,Africa/Algiers
COO,6.357228,2.384353,19,1.0,N,Africa/Porto-Novo
OUA,12.353194,-1.512417,1037,0.0,N,Africa/Ouagadougou
BOY,11.160056,-4.330969,1511,0.0,N,Africa/Ouagadougou
ACC,5.605186,-0.166786,205,0.0,N,Africa/Accra
TML,9.557192,-0.863214,553,0.0,N,Africa/Accra
,10.082664,-2.507694,1060,0.0,N,Africa/Accra
NYI,7.361828,-2.328756,1014,0.0,N,Africa/Accra
TKD,4.896056,-1.774756,21,0.0,N,Africa/Accra
ABJ,5.261386,-3.926294,21,0.0,N,Africa/Abidjan
BYK,7.7388,-5.073667,1230,0.0,N,Africa/Abidjan
DJO,6.792808,-6.473189,823,0.0,N,Africa/Abidjan
HGO,9.387183,-5.556664,1214,0.0,N,Africa/Abidjan
MJC,7.272069,-7.587364,1089,0.0,N,Africa/Abidjan
SPY,4.746717,-6.660817,26,0.0,N,Africa/Abidjan
ASK,6.903167,-5.365581,699,0.0,N,Africa/Abidjan
ABV,9.006792,7.263172,1123,1.0,N,Africa/Lagos
AKR,7.246739,5.301008,1100,1.0,N,Africa/Lagos
BNI,6.316981,5.599503,258,1.0,N,Africa/Lagos
CBQ,4.976019,8.347197,210,1.0,N,Africa/Lagos
ENU,6.474272,7.561961,466,1.0,N,Africa/Lagos
QUS,12.171667,6.696111,1520,1.0,N,Africa/Lagos
IBA,7.362458,3.978333,725,1.0,N,Africa/Lagos
ILR,8.440211,4.493919,1126,1.0,N,Africa/Lagos
JOS,9.639828,8.86905,4232,1.0,N,Africa/Lagos
KAD,10.696025,7.320114,2073,1.0,N,Africa/Lagos
KAN,12.047589,8.524622,1562,1.0,N,Africa/Lagos
MIU,11.855347,13.08095,1099,1.0,N,Africa/Lagos
MDI,7.703883,8.613939,371,1.0,N,Africa/Lagos
LOS,6.577369,3.321156,135,1.0,N,Africa/Lagos
MXJ,9.652172,6.462256,834,1.0,N,Africa/Lagos
PHC,5.015494,6.949594,87,1.0,N,Africa/Lagos
SKO,12.916322,5.207189,1010,1.0,N,Africa/Lagos
YOL,9.257553,12.430422,599,1.0,N,Africa/Lagos
ZAR,11.130192,7.685806,2170,1.0,N,Africa/Lagos
MFQ,13.502531,7.126753,1240,1.0,N,Africa/Niamey
NIM,13.481547,2.183614,732,1.0,N,Africa/Niamey
THZ,14.875658,5.265358,1266,1.0,N,Africa/Niamey
AJY,16.965997,8.000114,1657,1.0,N,Africa/Niamey
,18.968703,12.86865,1273,1.0,N,Africa/Niamey
,13.372894,12.626686,994,1.0,N,Africa/Niamey
ZND,13.778997,8.983761,1516,1.0,N,Africa/Niamey
MIR,35.758056,10.754722,9,1.0,E,Africa/Tunis
TUN,36.851033,10.227217,22,1.0,E,Africa/Tunis
,37.245447,9.791453,20,1.0,E,Africa/Tunis
,32.306156,10.382108,1004,1.0,E,Africa/Tunis
GAF,34.422022,8.822503,1060,1.0,E,Africa/Tunis
GAE,33.876919,10.103333,26,1.0,E,Africa/Tunis
,36.721339,9.943147,108,1.0,E,Africa/Tunis
DJE,33.875031,10.775461,19,1.0,E,Africa/Tunis
EBM,31.704281,9.254619,827,1.0,E,Africa/Tunis
SFA,34.717953,10.690972,85,1.0,E,Africa/Tunis
TOE,33.939722,8.110556,287,1.0,E,Africa/Tunis
LRL,9.767333,1.09125,1515,0.0,N,Africa/Lome
LFW,6.165611,1.254511,72,0.0,N,Africa/Lome
ANR,51.189444,4.460278,39,1.0,E,Europe/Brussels
,50.75861,4.768333,370,1.0,E,Europe/Brussels
,51.168333,5.47,200,1.0,E,Europe/Brussels
BRU,50.901389,4.484444,184,1.0,E,Europe/Brussels
,49.891667,5.223889,1514,1.0,E,Europe/Brussels
CRL,50.459197,4.453817,614,1.0,E,Europe/Brussels
,50.575833,3.831,193,1.0,E,Europe/Brussels
,51.090278,2.652778,20,1.0,E,Europe/Brussels
,50.243333,4.645833,935,1.0,E,Europe/Brussels
QKT,50.817222,3.204722,64,1.0,E,Europe/Brussels
LGG,50.637417,5.443222,659,1.0,E,Europe/Brussels
OST,51.198889,2.862222,13,1.0,E,Europe/Brussels
,50.9475,5.590556,312,1.0,E,Europe/Brussels
,50.791944,5.201667,246,1.0,E,Europe/Brussels
,50.035833,5.404167,1930,1.0,E,Europe/Brussels
,51.144133,3.474361,95,1.0,E,Europe/Brussels
,51.394783,4.960194,105,1.0,E,Europe/Brussels
,51.264722,4.753333,53,1.0,E,Europe/Brussels
BBJ,51.193531,14.519747,568,1.0,E,Europe/Berlin
AOC,50.981817,12.506361,640,1.0,E,Europe/Berlin
,51.831828,12.184033,187,1.0,E,Europe/Berlin
,52.197333,14.585667,149,1.0,E,Europe/Berlin
4I7,39.6335556,-86.8138056,842,-5.0,U,America/New_York
,51.308111,13.554973,417,1.0,E,Europe/Berlin
,51.363,11.940833,340,1.0,E,Europe/Berlin
,51.552,12.052667,347,1.0,E,Europe/Berlin
,51.2935,13.356,322,1.0,E,Europe/Berlin
,53.306417,12.753139,220,1.0,E,Europe/Berlin
,52.579978,13.915683,263,1.0,E,Europe/Berlin
,52.203258,13.158408,131,1.0,E,Europe/Berlin
BBH,54.33754,12.699705,23,1.0,E,Europe/Berlin
,50.915161,11.714519,1228,1.0,E,Europe/Berlin
,52.918833,12.425333,130,1.0,E,Europe/Berlin
,52.073658,11.626467,268,1.0,E,Europe/Berlin
,51.363167,14.95,517,1.0,E,Europe/Berlin
,53.8327,13.669131,18,1.0,E,Europe/Berlin
,51.889475,14.531986,274,1.0,E,Europe/Berlin
,51.29625,14.129,495,1.0,E,Europe/Berlin
SXF,52.380001,13.5225,157,1.0,E,Europe/Berlin
DRS,51.132767,13.767161,755,1.0,E,Europe/Berlin
ERF,50.979811,10.958106,1036,1.0,E,Europe/Berlin
FRA,50.026421,8.543125,364,1.0,E,Europe/Berlin
FMO,52.134642,7.684831,160,1.0,E,Europe/Berlin
HAM,53.630389,9.988228,53,1.0,E,Europe/Berlin
THF,52.473025,13.403944,167,1.0,E,Europe/Berlin
CGN,50.865917,7.142744,302,1.0,E,Europe/Berlin
DUS,51.289453,6.766775,147,1.0,E,Europe/Berlin
MUC,48.353783,11.786086,1487,1.0,E,Europe/Berlin
NUE,49.4987,11.066897,1046,1.0,E,Europe/Berlin
LEJ,51.432447,12.241633,465,1.0,E,Europe/Berlin
SCN,49.214553,7.109508,1058,1.0,E,Europe/Berlin
STR,48.689878,9.221964,1276,1.0,E,Europe/Berlin
TXL,52.559686,13.287711,122,1.0,E,Europe/Berlin
HAJ,52.461056,9.685078,183,1.0,E,Europe/Berlin
BRE,53.0475,8.786667,14,1.0,E,Europe/Berlin
,49.960833,8.6415,385,1.0,E,Europe/Berlin
HHN,49.948672,7.263892,1649,1.0,E,Europe/Berlin
MHG,49.472706,8.514264,309,1.0,E,Europe/Berlin
,51.034878,8.680839,1164,1.0,E,Europe/Berlin
,49.606511,8.3684,295,1.0,E,Europe/Berlin
,49.968931,8.148336,760,1.0,E,Europe/Berlin
,50.992797,10.472711,1101,1.0,E,Europe/Berlin
,50.707658,8.082969,1966,1.0,E,Europe/Berlin
XFW,53.535886,9.837025,22,1.0,E,Europe/Berlin
KEL,54.3795,10.145167,101,1.0,E,Europe/Berlin
LBC,53.805367,10.719222,53,1.0,E,Europe/Berlin
,50.405888,6.528083,1896,1.0,E,Europe/Berlin
,51.099445,7.601944,1548,1.0,E,Europe/Berlin
ZCA,51.483333,7.899333,794,1.0,E,Europe/Berlin
ESS,51.402333,6.937333,424,1.0,E,Europe/Berlin
,51.964833,8.544833,454,1.0,E,Europe/Berlin
MGL,51.230356,6.504494,125,1.0,E,Europe/Berlin
PAD,51.614089,8.616317,699,1.0,E,Europe/Berlin
,51.995844,6.840667,157,1.0,E,Europe/Berlin
DTM,51.518314,7.612242,425,1.0,E,Europe/Berlin
AGB,48.425158,10.931764,1515,1.0,E,Europe/Berlin
,48.111,9.762833,1903,1.0,E,Europe/Berlin
,48.396167,12.723667,1342,1.0,E,Europe/Berlin
,48.108833,10.524333,1857,1.0,E,Europe/Berlin
OBF,48.081364,11.283067,1947,1.0,E,Europe/Berlin
,48.90095,12.518186,1054,1.0,E,Europe/Berlin
,48.635167,13.195667,991,1.0,E,Europe/Berlin
,47.859117,10.014572,2099,1.0,E,Europe/Berlin
FDH,47.671317,9.511486,1367,1.0,E,Europe/Berlin
SZW,53.426997,11.783436,166,1.0,E,Europe/Berlin
ZSN,52.627778,11.818333,184,1.0,E,Europe/Berlin
,48.777833,10.264667,1916,1.0,E,Europe/Berlin
BYU,49.984428,11.638569,1601,1.0,E,Europe/Berlin
,49.793833,11.133167,1674,1.0,E,Europe/Berlin
HOQ,50.288836,11.854919,1960,1.0,E,Europe/Berlin
,50.018,10.5295,718,1.0,E,Europe/Berlin
ZNV,50.3255,7.528667,640,1.0,E,Europe/Berlin
ZQF,49.8635,6.788167,665,1.0,E,Europe/Berlin
ZQC,49.302776,8.451195,312,1.0,E,Europe/Berlin
,49.209525,7.400647,1133,1.0,E,Europe/Berlin
ZQL,47.973331,8.522223,2231,1.0,E,Europe/Berlin
,48.022653,7.832583,799,1.0,E,Europe/Berlin
,48.053833,9.372833,1820,1.0,E,Europe/Berlin
,49.118317,9.783956,1311,1.0,E,Europe/Berlin
,51.6075,13.738,399,1.0,E,Europe/Berlin
BWE,52.319167,10.556111,295,1.0,E,Europe/Berlin
KSF,51.408394,9.377631,908,1.0,E,Europe/Berlin
,52.179833,9.945667,293,1.0,E,Europe/Berlin
BRV,53.507081,8.572878,11,1.0,E,Europe/Berlin
EME,53.391186,7.227408,2,1.0,E,Europe/Berlin
,53.271592,7.442344,3,1.0,E,Europe/Berlin
WVN,53.504833,8.053333,16,1.0,E,Europe/Berlin
BMK,53.5955,6.709167,3,1.0,E,Europe/Berlin
NRD,53.706822,7.230247,6,1.0,E,Europe/Berlin
FLF,54.771772,9.378214,130,1.0,E,Europe/Berlin
,54.220928,9.600803,23,1.0,E,Europe/Berlin
GWT,54.91325,8.340472,51,1.0,E,Europe/Berlin
,59.260286,24.208467,65,2.0,E,Europe/Tallinn
KDL,58.990756,22.830733,18,2.0,E,Europe/Tallinn
URE,58.229883,22.509494,14,2.0,E,Europe/Tallinn
EPU,58.419044,24.472819,47,2.0,E,Europe/Tallinn
TLL,59.413317,24.832844,131,2.0,E,Europe/Tallinn
TAY,58.307461,26.690428,219,2.0,E,Europe/Tallinn
ENF,68.362586,23.424322,1005,2.0,E,Europe/Helsinki
,61.116112,22.201389,259,2.0,E,Europe/Helsinki
KEV,61.85605,24.7866,479,2.0,E,Europe/Helsinki
HEM,60.254558,25.042828,57,2.0,E,Europe/Helsinki
HEL,60.317222,24.963333,179,2.0,E,Europe/Helsinki
,61.689656,23.073744,449,2.0,E,Europe/Helsinki
,59.848864,23.083583,20,2.0,E,Europe/Helsinki
HYV,60.654444,24.881111,430,2.0,E,Europe/Helsinki
,60.462502,23.6525,381,2.0,E,Europe/Helsinki
,61.249172,28.903711,338,2.0,E,Europe/Helsinki
,62.166111,30.073611,364,2.0,E,Europe/Helsinki
IVL,68.607269,27.405328,481,2.0,E,Europe/Helsinki
JOE,62.662906,29.60755,398,2.0,E,Europe/Helsinki
JYV,62.399453,25.678253,459,2.0,E,Europe/Helsinki
KAU,63.127078,23.051442,151,2.0,E,Europe/Helsinki
KEM,65.781889,24.5991,61,2.0,E,Europe/Helsinki
KAJ,64.285472,27.692414,483,2.0,E,Europe/Helsinki
,62.462502,22.393055,407,2.0,E,Europe/Helsinki
KOK,63.721172,23.143131,84,2.0,E,Europe/Helsinki
,66.712883,27.156786,692,2.0,E,Europe/Helsinki
KAO,65.987575,29.239381,866,2.0,E,Europe/Helsinki
KTT,67.701022,24.84685,644,2.0,E,Europe/Helsinki
KUO,63.00715,27.797756,323,2.0,E,Europe/Helsinki
,61.144158,25.693508,502,2.0,E,Europe/Helsinki
LPP,61.044553,28.144397,349,2.0,E,Europe/Helsinki
MHQ,60.122203,19.898156,17,2.0,E,Europe/Mariehamn
,62.946667,23.518889,331,2.0,E,Europe/Helsinki
MIK,61.6866,27.201794,329,2.0,E,Europe/Helsinki
,60.333889,24.296389,367,2.0,E,Europe/Helsinki
OUL,64.930061,25.354564,47,2.0,E,Europe/Helsinki
,61.245558,22.193356,148,2.0,E,Europe/Helsinki
