airport_code,latitude,longitude,altitude,timezone,dst,olson_timezone
ELF,13.614892,25.32465,2393,3.0,U,Africa/Khartoum
KSL,15.387494,36.328842,1671,3.0,U,Africa/Khartoum
,11.138028,29.701122,1848,3.0,U,Africa/Khartoum
EBD,13.153219,30.232675,1927,3.0,U,Africa/Khartoum
JUB,4.872006,31.601117,1513,3.0,U,Africa/Juba
MAK,9.558969,31.652242,1291,3.0,U,Africa/Juba
KRT,15.589497,32.553161,1265,3.0,U,Africa/Khartoum
ARK,-3.367794,36.633333,4550,3.0,U,Africa/Dar_es_Salaam
DAR,-6.878111,39.202625,182,3.0,U,Africa/Dar_es_Salaam
DOD,-6.170436,35.752578,3637,3.0,U,Africa/Dar_es_Salaam
IRI,-7.668633,35.752114,4678,3.0,U,Africa/Dar_es_Salaam
JRO,-3.429406,37.074461,2932,3.0,U,Africa/Dar_es_Salaam
LKY,-3.376306,35.818278,4150,3.0,N,Africa/Dar_es_Salaam
MYW,-10.339058,40.181781,371,3.0,U,Africa/Dar_es_Salaam
MWZ,-2.444486,32.932667,3763,3.0,U,Africa/Dar_es_Salaam
PMA,-5.257264,39.811417,80,3.0,U,Africa/Dar_es_Salaam
TGT,-5.092358,39.071158,129,3.0,U,Africa/Dar_es_Salaam
ZNZ,-6.222025,39.224886,54,3.0,U,Africa/Dar_es_Salaam
EBB,0.042386,32.443503,3782,3.0,U,Africa/Kampala
QDU,51.220278,6.792778,125,1.0,E,Europe/Berlin
SRT,1.727578,33.622861,3641,3.0,U,Africa/Kampala
TIA,41.414742,19.720561,126,1.0,E,Europe/Tirane
BOJ,42.569583,27.515236,135,2.0,E,Europe/Sofia
GOZ,43.151444,25.712889,285,2.0,E,Europe/Sofia
PDV,42.067806,24.850833,597,2.0,E,Europe/Sofia
SOF,42.695194,23.406167,1742,2.0,E,Europe/Sofia
,42.376667,25.655195,558,2.0,E,Europe/Sofia
VAR,43.232072,27.825106,230,2.0,E,Europe/Sofia
LCA,34.875117,33.62485,8,2.0,E,Asia/Nicosia
PFO,34.718039,32.485731,41,2.0,E,Asia/Nicosia
AKT,34.590416,32.987861,76,0.0,E,Europe/London
DBV,42.561353,18.268244,527,1.0,E,Europe/Zagreb
,45.542169,18.636233,299,1.0,E,Europe/Zagreb
OSI,45.462667,18.810156,290,1.0,E,Europe/Zagreb
PUY,44.893533,13.922192,274,1.0,E,Europe/Zagreb
,45.379483,14.503756,951,1.0,E,Europe/Zagreb
RJK,45.216889,14.570267,278,1.0,E,Europe/Zagreb
SPU,43.538944,16.297964,79,1.0,E,Europe/Zagreb
,46.294724,16.38125,548,1.0,E,Europe/Zagreb
ZAG,45.742931,16.068778,353,1.0,E,Europe/Zagreb
ZAD,44.108269,15.346697,289,1.0,E,Europe/Zagreb
,44.55761,15.774361,2462,1.0,E,Europe/Zagreb
,38.948528,-1.863517,2302,1.0,E,Europe/Madrid
ALC,38.282169,-0.558156,142,1.0,E,Europe/Madrid
LEI,36.843936,-2.370097,70,1.0,E,Europe/Madrid
OVD,43.563567,-6.034622,416,1.0,E,Europe/Madrid
ODB,37.842006,-4.848878,297,1.0,E,Europe/Madrid
BIO,43.301097,-2.910608,138,1.0,E,Europe/Madrid
BCN,41.297078,2.078464,12,1.0,E,Europe/Madrid
BJZ,38.89125,-6.821333,609,1.0,E,Europe/Madrid
LCG,43.302061,-8.377256,326,1.0,E,Europe/Madrid
,37.133222,-3.635694,2297,1.0,E,Europe/Madrid
GRO,41.900969,2.760547,468,1.0,E,Europe/Madrid
GRX,37.188731,-3.777356,1860,1.0,E,Europe/Madrid
,40.294139,-3.723833,2029,1.0,E,Europe/Madrid
IBZ,38.872858,1.373117,20,1.0,E,Europe/Madrid
XRY,36.744622,-6.060111,93,1.0,E,Europe/Madrid
MJV,37.774972,-0.812389,11,1.0,E,Europe/Madrid
PKH,37.298792,23.148986,2224,2.0,E,Europe/Athens
MAD,40.493556,-3.566764,2000,1.0,E,Europe/Madrid
AGP,36.6749,-4.499106,52,1.0,E,Europe/Madrid
MAH,39.862597,4.218647,298,1.0,E,Europe/Madrid
OZP,37.174917,-5.615944,285,1.0,E,Europe/Madrid
,39.9375,-3.503333,2405,1.0,E,Europe/Madrid
PNA,42.770039,-1.646331,1504,1.0,E,Europe/Madrid
,37.951111,-1.230319,250,1.0,E,Europe/Madrid
REU,41.147392,1.167172,234,1.0,E,Europe/Madrid
,36.645211,-6.349458,86,1.0,E,Europe/Madrid
SLM,40.952117,-5.501986,2595,1.0,E,Europe/Madrid
,39.598889,2.702778,135,1.0,E,Europe/Madrid
,39.551675,2.738808,27,1.0,E,Europe/Madrid
,39.862222,4.258333,197,1.0,E,Europe/Madrid
EAS,43.356519,-1.790611,15,1.0,E,Europe/Madrid
SCQ,42.896333,-8.415144,1213,1.0,E,Europe/Madrid
LEU,42.338611,1.409167,2625,1.0,E,Europe/Madrid
TOJ,40.496747,-3.445872,2026,1.0,E,Europe/Madrid
VLC,39.489314,-0.481625,225,1.0,E,Europe/Madrid
VLL,41.706111,-4.851944,2775,1.0,E,Europe/Madrid
,40.370678,-3.785144,2267,1.0,E,Europe/Madrid
VIT,42.882836,-2.724469,1682,1.0,E,Europe/Madrid
VGO,42.2318,-8.626775,855,1.0,E,Europe/Madrid
SDR,43.427064,-3.820006,16,1.0,E,Europe/Madrid
ZAZ,41.666242,-1.041553,863,1.0,E,Europe/Madrid
SVQ,37.418,-5.893106,111,1.0,E,Europe/Madrid
CQF,50.962097,1.954764,12,1.0,E,Europe/Paris
,49.868547,3.029578,295,1.0,E,Europe/Paris
,48.596219,3.006786,428,1.0,E,Europe/Paris
,48.545836,-0.387444,718,1.0,E,Europe/Paris
,49.971531,2.697661,364,1.0,E,Europe/Paris
LTQ,50.517385,1.620587,36,1.0,E,Europe/Paris
,50.325808,3.461264,177,1.0,E,Europe/Paris
,49.873019,2.387075,208,1.0,E,Europe/Paris
AGF,44.174721,0.590556,204,1.0,E,Europe/Paris
,44.533333,-1.125,84,1.0,E,Europe/Paris
BOD,44.828335,-0.715556,162,1.0,E,Europe/Paris
EGC,44.825279,0.518611,171,1.0,E,Europe/Paris
,43.545555,1.3675,535,1.0,E,Europe/Paris
CNG,45.658333,-0.3175,102,1.0,E,Europe/Paris
PIS,46.587745,0.306666,423,1.0,E,Europe/Paris
,46.222644,2.363964,1497,1.0,E,Europe/Paris
LIG,45.862778,1.179444,1300,1.0,E,Europe/Paris
,43.911667,-0.5075,203,1.0,E,Europe/Paris
NIT,46.311303,-0.401503,203,1.0,E,Europe/Paris
TLS,43.629075,1.363819,499,1.0,E,Europe/Paris
PUF,43.38,-0.418611,616,1.0,E,Europe/Paris
,43.448891,1.263333,622,1.0,E,Europe/Paris
LDE,43.178675,-0.006439,1260,1.0,E,Europe/Paris
ANG,45.729247,0.221456,436,1.0,E,Europe/Paris
BVE,45.150833,1.469167,379,1.0,E,Europe/Paris
PGX,45.198055,0.815556,328,1.0,E,Europe/Paris
BIQ,43.468419,-1.523325,245,1.0,E,Europe/Paris
,44.351387,1.475278,912,1.0,E,Europe/Paris
,43.007764,1.10315,1368,1.0,E,Europe/Paris
XAC,44.59639,-1.110833,49,1.0,E,Europe/Paris
LBI,43.913887,2.113056,564,1.0,E,Europe/Paris
DCM,43.55625,2.289183,788,1.0,E,Europe/Paris
,43.586113,1.499167,459,1.0,E,Europe/Paris
,43.989342,3.183,2606,1.0,E,Europe/Paris
,43.771111,2.010833,581,1.0,E,Europe/Paris
RDZ,44.407869,2.482672,1910,1.0,E,Europe/Paris
,45.534721,2.423889,2428,1.0,E,Europe/Paris
,44.396946,0.758889,190,1.0,E,Europe/Paris
RYN,45.628056,-0.9725,72,1.0,E,Europe/Paris
,44.146111,-1.174444,164,1.0,E,Europe/Paris
,43.709444,-0.245278,259,1.0,E,Europe/Paris
,44.025694,1.378042,351,1.0,E,Europe/Paris
,43.687778,0.601667,411,1.0,E,Europe/Paris
,44.982498,-0.134722,157,1.0,E,Europe/Paris
,43.090556,1.695833,1115,1.0,E,Europe/Paris
,44.498919,0.200514,105,1.0,E,Europe/Paris
RCO,45.887779,-0.983056,60,1.0,E,Europe/Paris
,48.056789,-2.921244,407,1.0,E,Europe/Paris
,47.474167,2.393055,630,1.0,E,Europe/Paris
,48.052508,-3.664717,574,1.0,E,Europe/Paris
,47.408056,-1.1775,111,1.0,E,Europe/Paris
,48.429764,4.482222,381,1.0,E,Europe/Paris
CMR,48.109853,7.359011,628,1.0,E,Europe/Paris
,47.005886,4.893425,656,1.0,E,Europe/Paris
DLE,47.039014,5.42725,645,1.0,E,Europe/Paris
,47.992222,3.392222,732,1.0,E,Europe/Paris
,49.122383,5.469047,1230,1.0,E,Europe/Paris
OBS,44.544236,4.372192,923,1.0,E,Europe/Paris
LPY,45.080689,3.762889,2731,1.0,E,Europe/Paris
,45.076389,2.993611,3218,1.0,E,Europe/Paris
XBK,46.20089,5.292028,857,1.0,E,Europe/Paris
XVF,45.901947,4.634906,1076,1.0,E,Europe/Paris
XMU,46.534581,3.423725,915,1.0,E,Europe/Paris
,43.823334,2.745278,1686,1.0,E,Europe/Paris
,44.177776,2.515,2024,1.0,E,Europe/Paris
ETZ,48.982142,6.251319,870,1.0,E,Europe/Paris
BIA,42.552664,9.483731,26,1.0,E,Europe/Paris
CLY,42.530753,8.793189,209,1.0,E,Europe/Paris
FSC,41.500557,9.097777,87,1.0,E,Europe/Paris
AJA,41.923637,8.802917,18,1.0,E,Europe/Paris
,41.660558,8.889747,13,1.0,E,Europe/Paris
SOZ,41.924416,9.406,28,1.0,E,Europe/Paris
,42.29361,9.193055,1132,1.0,E,Europe/Paris
AUF,47.850193,3.497111,523,1.0,E,Europe/Paris
CMF,45.63805,5.880225,779,1.0,E,Europe/Paris
CFE,45.786661,3.169169,1090,1.0,E,Europe/Paris
BOU,47.058056,2.370278,529,1.0,E,Europe/Paris
,45.56105,5.975761,973,1.0,E,Europe/Paris
XCD,46.826108,4.817633,623,1.0,E,Europe/Paris
QNJ,46.191972,6.268386,1620,1.0,E,Europe/Paris
LYS,45.726387,5.090833,821,1.0,E,Europe/Paris
QNX,46.295103,4.795767,728,1.0,E,Europe/Paris
,46.412536,4.013264,796,1.0,E,Europe/Paris
RNE,46.058334,4.001389,1106,1.0,E,Europe/Paris
NCY,45.929233,6.098764,1521,1.0,E,Europe/Paris
GNB,45.362944,5.329375,1302,1.0,E,Europe/Paris
MCU,46.352525,2.570486,771,1.0,E,Europe/Paris
VAF,44.921594,4.9699,525,1.0,E,Europe/Paris
VHY,46.169689,3.403736,817,1.0,E,Europe/Paris
AUR,44.891388,2.421944,2096,1.0,E,Europe/Paris
CHR,46.862194,1.730667,529,1.0,E,Europe/Paris
LYN,45.727172,4.944275,659,1.0,E,Europe/Paris
QXB,43.505554,5.367778,367,1.0,E,Europe/Paris
,43.384672,6.387139,265,1.0,E,Europe/Paris
CEQ,43.54205,6.953478,13,1.0,E,Europe/Paris
EBU,45.540554,4.296389,1325,1.0,E,Europe/Paris
,43.522736,4.923844,82,1.0,E,Europe/Paris
CCF,43.215978,2.306317,433,1.0,E,Europe/Paris
MRS,43.435555,5.213611,74,1.0,E,Europe/Paris
NCE,43.658411,7.215872,12,1.0,E,Europe/Paris
,44.140481,4.866717,197,1.0,E,Europe/Paris
PGF,42.740442,2.870667,144,1.0,E,Europe/Paris
CTT,43.252506,5.785189,1391,1.0,E,Europe/Paris
,44.069656,4.142122,668,1.0,E,Europe/Paris
MPL,43.576194,3.963014,17,1.0,E,Europe/Paris
BZR,43.323522,3.353903,56,1.0,E,Europe/Paris
AVN,43.9073,4.901831,124,1.0,E,Europe/Paris
,43.606415,5.10925,195,1.0,E,Europe/Paris
,43.175835,2.734167,207,1.0,E,Europe/Paris
MEN,44.502108,3.532819,3362,1.0,E,Europe/Paris
,44.029847,5.078058,394,1.0,E,Europe/Paris
,47.053333,2.6325,580,1.0,E,Europe/Paris
BVA,49.454444,2.112778,359,1.0,E,Europe/Paris
,48.058142,1.376625,433,1.0,E,Europe/Paris
,47.256839,-0.115142,269,1.0,E,Europe/Paris
,49.028669,1.219864,464,1.0,E,Europe/Paris
LEH,49.533889,0.088056,312,1.0,E,Europe/Paris
,50.143492,1.831892,220,1.0,E,Europe/Paris
ORE,47.987778,1.760556,412,1.0,E,Europe/Paris
XCR,48.776072,4.184492,587,1.0,E,Europe/Paris
URO,49.384172,1.1748,512,1.0,E,Europe/Paris
TUF,47.432222,0.727606,357,1.0,E,Europe/Paris
CET,47.082136,-0.877064,443,1.0,E,Europe/Paris
LVA,48.031361,-0.742986,330,1.0,E,Europe/Paris
,47.896946,2.163333,396,1.0,E,Europe/Paris
LBG,48.969444,2.441389,218,1.0,E,Europe/Paris
CSF,49.253547,2.519139,291,1.0,E,Europe/Paris
CDG,49.012779,2.55,392,1.0,E,Europe/Paris
,48.837653,3.016117,470,1.0,E,Europe/Paris
,48.604725,2.671119,302,1.0,E,Europe/Paris
TNF,48.751922,2.106189,538,1.0,E,Europe/Paris
ORY,48.725278,2.359444,291,1.0,E,Europe/Paris
POX,49.096647,2.040833,325,1.0,E,Europe/Paris
,48.774406,2.201536,584,1.0,E,Europe/Paris
,49.208689,4.156581,313,1.0,E,Europe/Paris
QYR,48.322136,4.016703,388,1.0,E,Europe/Paris
,48.593275,6.543456,790,1.0,E,Europe/Paris
,49.226917,5.672219,770,1.0,E,Europe/Paris
,46.967283,4.260572,997,1.0,E,Europe/Paris
NVS,47.002625,3.113333,602,1.0,E,Europe/Paris
,50.221814,3.154236,257,1.0,E,Europe/Paris
,50.310467,4.033119,452,1.0,E,Europe/Paris
,47.206567,6.083681,1271,1.0,E,Europe/Paris
,48.76625,7.200519,1017,1.0,E,Europe/Paris
LIL,50.561942,3.089444,157,1.0,E,Europe/Paris
,50.618394,2.642242,61,1.0,E,Europe/Paris
,49.783942,4.647078,492,1.0,E,Europe/Paris
,47.637611,6.203922,1249,1.0,E,Europe/Paris
BES,48.447911,-4.418539,325,1.0,E,Europe/Paris
CER,49.650106,-1.470281,459,1.0,E,Europe/Paris
DNR,48.587683,-2.079958,219,1.0,E,Europe/Paris
,47.289444,-2.346389,105,1.0,E,Europe/Paris
GFR,48.883057,-1.564167,45,1.0,E,Europe/Paris
DOL,49.365339,0.154306,479,1.0,E,Europe/Paris
LRT,47.760555,-3.44,160,1.0,E,Europe/Paris
EDM,46.701944,-1.378625,299,1.0,E,Europe/Paris
,48.530258,-4.151642,348,1.0,E,Europe/Paris
CFR,49.173333,-0.45,256,1.0,E,Europe/Paris
,48.281703,-4.445017,287,1.0,E,Europe/Paris
LME,47.948611,0.201667,194,1.0,E,Europe/Paris
RNS,48.069508,-1.734794,124,1.0,E,Europe/Paris
LAI,48.754378,-3.471656,290,1.0,E,Europe/Paris
UIP,47.974981,-4.167786,297,1.0,E,Europe/Paris
NTE,47.153189,-1.610725,90,1.0,E,Europe/Paris
SBK,48.537777,-2.854445,453,1.0,E,Europe/Paris
MXN,48.603222,-3.815783,272,1.0,E,Europe/Paris
VNE,47.723303,-2.718561,440,1.0,E,Europe/Paris
SNR,47.312189,-2.149181,13,1.0,E,Europe/Paris
MLH,47.589583,7.529914,885,1.0,E,Europe/Paris
,47.921978,7.399669,693,1.0,E,Europe/Paris
DIJ,47.26889,5.09,726,1.0,E,Europe/Paris
MZM,49.071667,6.131667,629,1.0,E,Europe/Paris
EPL,48.324961,6.069983,1084,1.0,E,Europe/Paris
,48.794331,7.817613,491,1.0,E,Europe/Paris
,48.636008,4.899417,458,1.0,E,Europe/Paris
,47.487,6.790536,1041,1.0,E,Europe/Paris
ENC,48.692069,6.230458,751,1.0,E,Europe/Paris
,48.583056,5.955,1106,1.0,E,Europe/Paris
,46.903958,6.327367,2683,1.0,E,Europe/Paris
RHE,49.31,4.05,312,1.0,E,Europe/Paris
SXB,48.538319,7.628233,505,1.0,E,Europe/Paris
,47.783131,6.364056,913,1.0,E,Europe/Paris
,43.247803,6.126697,266,1.0,E,Europe/Paris
TLN,43.0973,6.14603,7,1.0,E,Europe/Paris
FNI,43.757444,4.416347,309,1.0,E,Europe/Paris
MQC,47.095472,-56.380278,10,-3.0,U,America/Miquelon
FSP,46.762904,-56.173088,27,-3.0,U,America/Miquelon
,45.987335,5.328445,823,1.0,E,Europe/Paris
,48.086325,5.664058,1280,1.0,E,Europe/Paris
PYR,37.920708,21.292583,55,2.0,E,Europe/Athens
AGQ,38.602022,21.351208,154,2.0,E,Europe/Athens
AXD,40.855869,25.956264,24,2.0,E,Europe/Athens
,40.651128,22.488739,27,2.0,E,Europe/Athens
VOL,39.219619,22.794339,83,2.0,E,Europe/Athens
,38.063831,23.556011,143,2.0,E,Europe/Athens
JKH,38.343175,26.140572,15,2.0,E,Europe/Athens
IOA,39.696388,20.8225,1558,2.0,E,Europe/Athens
HER,35.339719,25.180297,115,2.0,E,Europe/Athens
KSO,40.446294,21.282186,2167,2.0,E,Europe/Athens
KIT,36.274258,23.016978,1045,2.0,E,Europe/Athens
EFL,38.120069,20.500481,59,2.0,E,Europe/Athens
KLX,37.068319,22.025525,26,2.0,E,Europe/Athens
,40.972775,24.341417,203,2.0,E,Europe/Athens
KGS,36.793335,27.091667,412,2.0,E,Europe/Athens
AOK,35.421408,27.146008,66,2.0,E,Europe/Athens
CFU,39.601944,19.911667,6,2.0,E,Europe/Athens
KSJ,35.421358,26.910047,35,2.0,E,Europe/Athens
KVA,40.913306,24.619223,18,2.0,E,Europe/Athens
KZI,40.28611,21.840834,2059,2.0,E,Europe/Athens
LRS,37.184903,26.800289,39,2.0,E,Europe/Athens
LXS,39.917072,25.236308,14,2.0,E,Europe/Athens
LRA,39.650253,22.4655,241,2.0,E,Europe/Athens
,37.981114,23.365422,12,2.0,E,Europe/Athens
JMK,37.435128,25.348103,405,2.0,E,Europe/Athens
MJT,39.056667,26.598333,60,2.0,E,Europe/Athens
PVK,38.925467,20.765311,11,2.0,E,Europe/Athens
,36.383056,28.108889,204,2.0,E,Europe/Athens
RHO,36.405419,28.086192,17,2.0,E,Europe/Athens
GPA,38.151111,21.425556,46,2.0,E,Europe/Athens
CHQ,35.531747,24.149678,490,2.0,E,Europe/Athens
JSI,39.1771,23.503675,54,2.0,E,Europe/Athens
SMI,37.689999,26.911667,19,2.0,E,Europe/Athens
LYM,51.083333,1.016667,351,0.0,E,Europe/London
,36.973892,22.526292,500,2.0,E,Europe/Athens
JTR,36.399169,25.479333,127,2.0,E,Europe/Athens
JSH,35.216108,26.101325,376,2.0,E,Europe/Athens
,39.48,22.767222,146,2.0,E,Europe/Athens
SKU,38.967553,24.487228,44,2.0,E,Europe/Athens
,38.339847,23.564958,485,2.0,E,Europe/Athens
,35.192019,25.327,1180,2.0,E,Europe/Athens
,37.530567,22.403633,2113,2.0,E,Europe/Athens
SKG,40.519725,22.97095,22,2.0,E,Europe/Athens
,38.108928,23.783836,785,2.0,E,Europe/Athens
ZTH,37.750853,20.88425,15,2.0,E,Europe/Athens
BUD,47.436933,19.255592,495,1.0,E,Europe/Budapest
DEB,47.488917,21.615333,359,1.0,E,Europe/Budapest
,46.9175,19.749222,376,1.0,E,Europe/Budapest
,47.983892,21.692317,338,1.0,E,Europe/Budapest
,46.303889,18.769167,295,1.0,E,Europe/Budapest
SUE,44.8436667,-87.4215556,725,-6.0,U,America/Chicago
,47.077861,17.968444,919,1.0,E,Europe/Budapest
,47.122861,20.2355,322,1.0,E,Europe/Budapest
,41.541392,15.718083,183,1.0,E,Europe/Rome
CRV,38.997225,17.080169,521,1.0,E,Europe/Rome
BRI,41.138856,16.760594,177,1.0,E,Europe/Rome
FOG,41.432917,15.535028,266,1.0,E,Europe/Rome
TAR,40.517514,17.403212,215,1.0,E,Europe/Rome
LCC,40.239228,18.133325,156,1.0,E,Europe/Rome
PSR,42.431656,14.181067,48,1.0,E,Europe/Rome
BDS,40.657633,17.947033,47,1.0,E,Europe/Rome
,40.767833,16.933333,1187,1.0,E,Europe/Rome
SUF,38.905394,16.242269,39,1.0,E,Europe/Rome
CTA,37.466781,15.0664,39,1.0,E,Europe/Rome
LMP,35.497914,12.618083,70,1.0,E,Europe/Rome
PNL,36.816519,11.968864,635,1.0,E,Europe/Rome
PMO,38.175958,13.091019,65,1.0,E,Europe/Rome
,38.110833,13.313333,345,1.0,E,Europe/Rome
REG,38.071206,15.651556,96,1.0,E,Europe/Rome
TPS,37.911403,12.487961,24,1.0,E,Europe/Rome
NSY,37.401664,14.922358,79,1.0,E,Europe/Rome
AHO,40.632133,8.290772,87,1.0,E,Europe/Rome
DCI,39.354222,8.972481,100,1.0,E,Europe/Rome
CAG,39.251469,9.054283,13,1.0,E,Europe/Rome
OLB,40.898661,9.517628,37,1.0,E,Europe/Rome
TTB,39.918761,9.682981,23,1.0,E,Europe/Rome
,45.086353,7.603375,943,1.0,E,Europe/Rome
,45.542222,9.203333,484,1.0,E,Europe/Rome
MXP,45.630606,8.728111,767,1.0,E,Europe/Rome
BGY,45.673889,9.704166,782,1.0,E,Europe/Rome
TRN,45.200761,7.649631,989,1.0,E,Europe/Rome
ALL,44.050608,8.127428,148,1.0,E,Europe/Rome
GOA,44.413333,8.8375,13,1.0,E,Europe/Rome
LIN,45.445103,9.276739,353,1.0,E,Europe/Rome
,45.529592,8.669225,586,1.0,E,Europe/Rome
PMF,44.824483,10.296367,161,1.0,E,Europe/Rome
QPZ,44.913055,9.723333,456,1.0,E,Europe/Rome
0P2,39.7948244,-76.6471914,1000,-5.0,U,America/New_York
CUF,44.547019,7.623217,1267,1.0,E,Europe/Rome
AVB,46.031889,12.596472,410,1.0,E,Europe/Rome
BZO,46.460194,11.326383,789,1.0,E,Europe/Rome
,44.224175,12.307203,18,1.0,E,Europe/Rome
BLQ,44.535444,11.288667,123,1.0,E,Europe/Rome
TSF,45.6484,12.194422,59,1.0,E,Europe/Rome
,45.97875,13.049331,179,1.0,E,Europe/Rome
FRL,44.194753,12.070094,97,1.0,E,Europe/Rome
,45.432167,10.267667,333,1.0,E,Europe/Rome
,45.472017,10.927919,286,1.0,E,Europe/Rome
VBS,45.428889,10.330556,356,1.0,E,Europe/Rome
TRS,45.8275,13.472222,37,1.0,E,Europe/Rome
RMI,44.020292,12.611747,41,1.0,E,Europe/Rome
,45.684867,12.082881,137,1.0,E,Europe/Rome
VIC,45.573411,11.52955,128,1.0,E,Europe/Rome
QPA,45.395767,11.847903,44,1.0,E,Europe/Rome
VRN,45.395706,10.888533,239,1.0,E,Europe/Rome
VCE,45.505278,12.351944,7,1.0,E,Europe/Rome
SAY,43.256286,11.255036,634,1.0,E,Europe/Rome
CIA,41.799361,12.594936,427,1.0,E,Europe/Rome
,41.654522,12.445183,41,1.0,E,Europe/Rome
FCO,41.804475,12.250797,15,1.0,E,Europe/Rome
,41.990278,12.740833,289,1.0,E,Europe/Rome
EBA,42.760277,10.239445,31,1.0,E,Europe/Rome
QLT,41.542436,12.909019,93,1.0,E,Europe/Rome
,41.060833,14.081944,29,1.0,E,Europe/Rome
NAP,40.886033,14.290781,294,1.0,E,Europe/Rome
PSA,43.683917,10.39275,6,1.0,E,Europe/Rome
FLR,43.809953,11.2051,142,1.0,E,Europe/Rome
GRS,42.759747,11.071897,15,1.0,E,Europe/Rome
,41.951946,12.498889,55,1.0,E,Europe/Rome
,42.430183,12.064156,990,1.0,E,Europe/Rome
PEG,43.095906,12.513222,693,1.0,E,Europe/Rome
,45.899971,15.530194,510,1.0,E,Europe/Ljubljana
LJU,46.223686,14.457611,1273,1.0,E,Europe/Ljubljana
MBX,46.479861,15.686131,876,1.0,E,Europe/Ljubljana
POW,45.473353,13.614978,7,1.0,E,Europe/Ljubljana
,46.471975,15.116997,1645,1.0,E,Europe/Ljubljana
,48.946381,14.427464,1417,1.0,E,Europe/Prague
,49.939653,15.381808,794,1.0,E,Europe/Prague
,50.2532,15.845228,791,1.0,E,Europe/Prague
,49.848111,13.893506,1214,1.0,E,Europe/Prague
,50.121367,14.543642,939,1.0,E,Europe/Prague
,49.029444,17.439722,581,1.0,E,Europe/Prague
KLV,50.202978,12.914983,1989,1.0,E,Europe/Prague
,49.675172,13.274617,1188,1.0,E,Europe/Prague
,50.540211,15.006592,800,1.0,E,Europe/Prague
OSR,49.696292,18.111053,844,1.0,E,Europe/Prague
,49.165833,16.124925,1548,1.0,E,Europe/Prague
PED,50.013419,15.738647,741,1.0,E,Europe/Prague
,49.720078,14.100567,1529,1.0,E,Europe/Prague
PRV,49.425833,17.404722,676,1.0,E,Europe/Prague
PRG,50.100833,14.26,1247,1.0,E,Europe/Prague
BRQ,49.151269,16.694433,778,1.0,E,Europe/Prague
,50.216581,14.395806,919,1.0,E,Europe/Prague
TLV,32.011389,34.886667,135,2.0,U,Asia/Jerusalem
BEV,31.287003,34.722953,656,2.0,U,Asia/Jerusalem
,31.839472,34.821844,193,2.0,U,Asia/Jerusalem
,32.440814,35.007661,95,2.0,U,Asia/Jerusalem
ETH,29.561281,34.960081,42,2.0,U,Asia/Jerusalem
,30.621656,35.203325,-164,2.0,U,Asia/Jerusalem
HFA,32.809444,35.043056,28,2.0,U,Asia/Jerusalem
,31.7625,34.727222,148,2.0,U,Asia/Jerusalem
RPN,32.981047,35.571908,922,2.0,U,Asia/Jerusalem
,32.597139,35.228803,200,2.0,U,Asia/Jerusalem
,31.328169,35.388608,-1266,2.0,U,Asia/Jerusalem
,31.208347,35.0123,1330,2.0,U,Asia/Jerusalem
VDA,29.94025,34.93585,1492,2.0,U,Asia/Jerusalem
,32.665142,35.179458,185,2.0,U,Asia/Jerusalem
,30.776061,34.666769,2126,2.0,U,Asia/Jerusalem
SDV,32.114661,34.782239,43,2.0,U,Asia/Jerusalem
MLA,35.857497,14.4775,300,1.0,E,Europe/Malta
,47.843333,16.260139,896,1.0,E,Europe/Vienna
,48.183304,14.040861,1043,1.0,E,Europe/Vienna
GRZ,46.991067,15.439628,1115,1.0,E,Europe/Vienna
INN,47.260219,11.343964,1906,1.0,E,Europe/Vienna
LNZ,48.233219,14.187511,978,1.0,E,Europe/Vienna
SZG,47.793304,13.004333,1411,1.0,E,Europe/Vienna
VIE,48.110278,16.569722,600,1.0,E,Europe/Vienna
,46.642514,14.337739,1470,1.0,E,Europe/Vienna
,47.202751,14.744223,2220,1.0,E,Europe/Vienna
,38.883278,-9.030097,11,0.0,E,Europe/Lisbon
SMA,36.97139,-25.170639,308,-1.0,E,Atlantic/Azores
BGC,41.8578,-6.707125,2241,0.0,E,Europe/Lisbon
,38.078903,-7.932397,636,0.0,E,Europe/Lisbon
,41.587058,-8.445139,247,0.0,E,Europe/Lisbon
,40.157223,-8.47,587,0.0,E,Europe/Lisbon
,38.725025,-9.355231,326,0.0,E,Europe/Lisbon
,40.264772,-7.479958,1572,0.0,E,Europe/Lisbon
,38.533472,-7.889639,807,0.0,E,Europe/Lisbon
FLW,39.455272,-31.131361,112,-1.0,E,Atlantic/Azores
FAO,37.014425,-7.965911,24,0.0,E,Europe/Lisbon
GRW,39.092169,-28.029847,86,-1.0,E,Atlantic/Azores
HOR,38.519894,-28.715872,118,-1.0,E,Atlantic/Azores
TER,38.761842,-27.090797,180,-1.0,E,Atlantic/Azores
,39.831244,-8.887261,187,0.0,E,Europe/Lisbon
,38.703861,-9.035916,46,0.0,E,Europe/Lisbon
,40.915867,-8.645919,56,0.0,E,Europe/Lisbon
PDL,37.741184,-25.69787,259,-1.0,E,Atlantic/Azores
PIX,38.554333,-28.441333,109,-1.0,E,Atlantic/Azores
,37.149331,-8.583961,5,0.0,E,Europe/Lisbon
OPO,41.248055,-8.681389,228,0.0,E,Europe/Lisbon
PXO,33.073386,-16.349975,341,0.0,E,Europe/Lisbon
LIS,38.781311,-9.135919,374,0.0,E,Europe/Lisbon
